//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	46 46 64 			208 208 208 			255 255 255 			9 9 23 			32 32 52 			0 0 0 			0 0 0 			1.9		1.9		0.1			255 255 255			1600.0		15.0		0.5			10 10 10			0 0 0			0 6 20 230			0 122 113 113			0 0 0 0			0	40	0	1.00		
// 5 AM
	56 56 56 			148 148 148 			255 255 255 			2 4 10 			3 6 12 			0 0 0 			0 0 0 			1.9		1.9		0.1			255 255 255			2999.0		6.0		0.5			39 43 49			0 0 0			9 20 35 240			0 150 129 112			0 0 0 0			70	130	0	1.10		
// 6 AM
	150 106 106 			176 176 176 			255 255 255 			3 94 164 			180 100 64 			255 117 0 			255 78 0 			8.8		1.4		0.8			255 255 255			1600.0		50.0		0.5			91 62 0			176 158 112			112 143 167 250			0 149 149 149			0 0 0 0			100	160	0	1.00		
// 7 AM
	80 39 39 			253 212 204 			255 255 255 			34 199 207 			166 96 62 			255 180 97 			255 145 56 			4.0		1.4		-0.1			255 255 255			1600.0		15.0		0.3			45 45 45			0 0 0			112 143 167 250			0 143 143 143			0 0 0 0			185	205	0	1.00		
// Midday
	160 115 100 			255 254 254 			255 255 255 			39 135 204 			208 164 116 			195 162 36 			180 158 135 			5.2		1.4		0.8			255 255 255			1600.0		15.0		0.3			52 52 52			215 215 215			112 143 167 250			15 137 128 126			0 0 0 0			140	170	0	1.00		
// 7 PM
	124 104 104 			255 176 161 			255 255 255 			46 78 116 			186 112 92 			255 158 0 			201 150 150 			5.0		1.4		0.5			255 255 255			1600.0		15.0		0.3			28 12 12			255 255 255			112 143 167 250			15 162 149 135			0 0 0 0			140	170	0	1.00		
// 8 PM
	53 34 34 			255 220 177 			255 255 255 			74 116 135 			174 117 94 			255 120 0 			255 120 0 			1.4		1.6		0.8			255 255 255			1600.0		15.0		0.8			47 23 14			83 83 83			112 143 167 250			0 143 122 114			0 0 0 0			140	200	0	1.00		
// 10 PM
	20 20 20 			101 101 101 			255 255 255 			2 15 28 			0 33 62 			0 45 255 			0 19 127 			1.9		1.9		0.8			255 255 255			1600.0		15.0		1.4			25 25 25			0 0 0			23 23 25 240			0 148 123 117			0 0 0 0			0	30	0	1.25		
//
///////////////////////////////////////////CLOUDY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			169 169 169 			255 255 255 			30 30 30 			30 30 30 			0 0 0 			0 0 0 			1.3		1.4		0.1			0 0 0			300.0		15.0		0.5			0 0 0			0 0 0			78 78 78 244			0 136 137 149			0 0 0 0			155	0	0	0.00		
// 5 AM
	0 0 0 			183 183 183 			255 255 255 			29 29 29 			30 30 30 			0 0 0 			0 0 0 			1.1		1.3		0.1			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			76 76 76 248			0 142 142 142			0 0 0 0			155	0	0	0.00		
// 6 AM
	28 45 54 			203 203 203 			255 255 255 			65 65 65 			91 102 103 			0 0 0 			0 0 0 			-0.1		1.4		0.8			0 0 0			1600.0		15.0		0.8			0 0 0			170 170 170			112 143 167 250			24 101 110 115			0 0 0 0			155	60	0	1.00		
// 7 AM
	37 45 38 			192 192 192 			255 255 255 			100 100 100 			137 136 136 			17 17 17 			144 144 144 			-0.1		1.4		0.8			0 0 0			1600.0		15.0		0.3			0 0 0			0 0 0			112 143 167 250			0 77 80 88			0 0 0 0			155	0	0	1.00		
// Midday
	43 43 43 			167 168 168 			255 255 255 			81 83 98 			88 91 97 			255 255 255 			255 255 255 			-0.1		1.4		0.8			0 0 0			1600.0		15.0		0.7			0 0 0			105 105 105			112 143 167 250			0 101 101 92			0 0 0 0			155	60	0	1.00		
// 7 PM
	0 0 0 			167 168 168 			255 255 255 			60 60 60 			60 60 60 			43 43 43 			39 39 39 			-0.1		1.4		0.3			0 0 0			1600.0		200.0		0.3			0 0 0			0 0 0			112 143 167 250			0 141 141 141			0 0 0 0			155	60	0	1.00		
// 8 PM
	0 0 0 			107 107 107 			255 255 255 			50 50 50 			50 50 50 			255 255 255 			255 255 255 			-0.1		1.1		0.3			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			112 143 167 250			50 118 118 118			0 71 71 71			155	80	0	1.00		
// 10 PM
	0 0 0 			163 163 163 			255 255 255 			36 36 36 			36 36 36 			0 0 0 			0 0 0 			-0.1		1.4		0.1			0 0 0			300.0		15.0		0.5			0 0 0			0 0 0			58 58 58 240			0 110 112 113			0 0 0 0			10	20	0	1.00		
//
///////////////////////////////////////////SUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	50 45 45 			117 117 117 			255 255 255 			5 5 5 			35 35 41 			0 0 0 			0 0 0 			1.9		1.9		0.1			255 255 255			2999.0		4.0		0.5			30 35 40			0 0 0			112 143 167 250			0 153 146 146			0 0 0 0			0	40	0	0.80		
// 5 AM
	65 62 62 			88 88 88 			255 255 255 			41 52 61 			72 63 49 			0 0 0 			0 0 0 			1.9		1.9		0.8			255 255 255			1600.0		300.0		0.5			39 43 49			0 0 0			112 143 167 250			0 138 138 138			0 0 0 0			70	130	0	1.00		
// 6 AM
	21 38 60 			106 149 179 			255 255 255 			1 77 124 			148 89 18 			255 117 0 			255 118 0 			8.8		1.4		0.1			255 255 255			2999.0		800.0		0.5			91 62 0			0 0 0			112 143 167 250			0 153 152 152			0 0 0 0			250	160	0	1.00		
// 7 AM
	50 37 19 			219 219 219 			255 255 255 			54 79 120 			175 98 5 			0 88 255 			252 56 0 			4.0		1.4		0.8			255 255 255			1300.0		300.0		0.3			45 45 45			0 0 0			112 143 167 250			0 171 171 171			0 4 4 4			185	205	0	1.00		
// Midday
	52 30 6 			169 169 169 			255 255 255 			42 82 150 			45 106 164 			255 255 255 			255 143 101 			5.2		1.4		0.8			255 255 255			1600.0		300.0		0.3			52 52 52			0 0 0			112 143 167 250			14 166 166 166			14 0 0 0			140	170	0	1.00		
// 7 PM
	67 39 25 			255 254 254 			255 255 255 			64 99 160 			157 147 140 			255 158 0 			231 146 109 			5.0		1.4		0.8			255 255 255			2999.0		800.0		0.3			38 38 38			255 255 255			112 143 167 250			14 161 161 161			0 0 0 0			140	170	0	1.00		
// 8 PM
	28 8 10 			227 227 227 			255 255 255 			47 86 148 			193 114 87 			255 120 0 			255 120 0 			1.4		1.6		0.8			255 255 255			600.0		15.0		0.3			47 39 0			83 83 83			112 143 167 250			0 163 163 163			0 0 0 0			140	200	0	1.00		
// 10 PM
	64 53 53 			156 154 168 			255 255 255 			2 15 28 			45 45 56 			0 45 255 			0 19 127 			1.9		1.9		0.8			255 255 255			2999.0		5.0		0.5			25 25 25			0 0 0			112 143 167 250			0 144 137 133			0 0 0 0			0	30	0	1.00		
//
///////////////////////////////////////////EXTRASUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	52 52 52 			117 117 117 			255 255 255 			5 5 5 			47 55 66 			0 0 0 			0 0 0 			1.9		1.9		0.1			255 255 255			600.0		15.0		0.5			30 35 40			0 0 0			112 143 167 250			0 142 126 126			0 0 0 0			0	40	0	1.00		
// 5 AM
	64 60 45 			130 132 103 			255 255 255 			56 66 91 			123 117 81 			0 0 0 			0 0 0 			1.9		1.9		0.1			255 255 255			2999.0		6.0		0.5			39 43 49			0 0 0			112 143 167 250			0 156 141 141			0 0 0 0			70	130	0	1.00		
// 6 AM
	96 79 71 			106 149 179 			255 255 255 			16 72 101 			212 136 107 			255 117 0 			255 118 0 			8.8		1.4		0.8			255 255 255			800.0		15.0		0.5			91 62 0			0 0 0			112 143 167 250			0 132 125 121			0 212 233 255			0	160	0	1.00		
// 7 AM
	68 54 54 			255 254 254 			255 255 255 			77 95 115 			166 152 113 			194 174 90 			234 176 139 			4.0		1.4		0.8			255 255 255			1600.0		15.0		0.3			45 45 45			0 0 0			112 143 167 250			0 139 128 121			0 0 0 0			0	205	0	1.00		
// Midday
	75 57 46 			142 142 142 			255 255 255 			73 91 119 			118 139 121 			255 255 255 			228 199 111 			5.2		1.4		-0.1			255 255 255			2999.0		800.0		0.3			52 52 52			0 0 0			112 143 167 250			14 151 137 127			0 0 0 0			140	170	0	1.00		
// 7 PM
	47 38 2 			179 179 179 			255 255 255 			75 102 130 			187 159 89 			255 158 0 			255 155 63 			5.0		1.4		0.8			255 255 255			700.0		15.0		0.3			38 38 38			255 255 255			112 143 167 250			14 136 120 110			0 9 9 9			140	170	0	1.00		
// 8 PM
	59 49 24 			255 220 177 			255 255 255 			132 115 111 			148 119 73 			255 120 0 			255 120 0 			1.4		1.6		0.1			255 255 255			600.0		10.0		0.3			47 39 0			83 83 83			112 143 167 250			0 149 129 125			0 0 0 0			140	200	0	1.00		
// 10 PM
	66 66 92 			156 154 168 			255 255 255 			2 15 28 			72 94 110 			0 45 255 			0 19 127 			1.9		1.9		0.1			255 255 255			2999.0		5.0		0.5			25 25 25			0 0 0			112 143 167 250			0 151 132 132			0 0 0 0			0	30	0	1.00		
//
///////////////////////////////////////////CLOUDY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			169 169 169 			255 255 255 			30 30 30 			30 30 30 			0 0 0 			0 0 0 			1.3		1.4		0.1			0 0 0			85.0		0.0		0.5			0 0 0			0 0 0			78 78 78 244			0 160 160 160			0 11 11 11			155	0	0	0.50		
// 5 AM
	32 32 32 			183 183 183 			255 255 255 			29 29 29 			30 30 30 			0 0 0 			0 0 0 			1.1		1.3		0.1			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			76 76 76 248			0 156 156 156			0 0 0 0			155	0	0	0.40		
// 6 AM
	14 14 14 			138 138 138 			255 255 255 			103 103 103 			75 75 75 			0 0 0 			0 0 0 			-0.1		1.4		0.1			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			41 41 46 239			24 155 155 155			0 0 0 0			155	60	0	0.60		
// 7 AM
	106 106 106 			192 192 192 			255 255 255 			201 201 201 			138 138 138 			255 255 255 			58 58 58 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			108 108 108 232			0 129 129 129			0 0 0 0			155	0	0	0.60		
// Midday
	65 65 65 			205 205 205 			255 255 255 			158 158 158 			112 112 112 			255 254 254 			29 29 29 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			255 255 255 230			0 162 162 162			0 0 0 0			155	60	0	0.60		
// 7 PM
	64 64 64 			167 168 168 			255 255 255 			124 124 124 			101 101 101 			255 255 255 			97 97 97 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			255 255 255 230			0 162 162 162			0 0 0 0			155	60	0	0.60		
// 8 PM
	73 73 73 			255 254 254 			255 255 255 			96 96 96 			107 107 107 			255 255 255 			112 112 112 			-0.1		1.1		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			135 135 135 236			50 137 137 137			0 0 0 0			155	80	0	0.60		
// 10 PM
	0 0 0 			163 163 163 			255 255 255 			36 36 36 			36 36 36 			0 0 0 			0 0 0 			-0.1		1.4		0.1			0 0 0			70.0		0.0		0.5			0 0 0			0 0 0			58 58 58 240			0 151 151 151			0 0 0 0			10	20	0	0.60		
//
///////////////////////////////////////////RAINY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			169 169 169 			255 255 255 			30 30 30 			30 30 30 			0 0 0 			0 0 0 			1.3		2.5		0.8			0 0 0			300.0		15.0		0.5			0 0 0			0 0 0			78 78 78 244			0 161 161 161			0 0 0 0			155	0	0	0.75		
// 5 AM
	9 9 9 			183 183 183 			255 255 255 			29 29 29 			30 30 30 			0 0 0 			0 0 0 			-0.1		2.4		0.8			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			76 76 76 248			0 143 143 143			0 0 0 0			155	0	0	0.00		
// 6 AM
	29 29 29 			203 203 203 			255 255 255 			30 30 30 			30 30 30 			0 0 0 			0 0 0 			-0.1		2.5		0.8			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			41 41 46 239			24 132 132 132			0 0 0 0			155	60	0	0.60		
// 7 AM
	0 0 0 			192 192 192 			255 255 255 			49 49 49 			50 50 50 			255 255 255 			58 58 58 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			108 108 108 232			0 136 136 136			0 0 0 0			155	0	0	0.58		
// Midday
	10 11 11 			167 168 168 			255 255 255 			65 73 84 			71 77 77 			0 0 0 			56 56 56 			-0.1		1.4		0.8			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			255 255 255 230			0 130 130 130			0 0 0 0			255	60	0	0.60		
// 7 PM
	0 0 0 			167 168 168 			255 255 255 			60 60 60 			60 60 60 			255 255 255 			52 52 52 			-0.1		2.5		0.8			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			255 255 255 230			0 131 131 131			0 0 0 0			155	60	0	0.60		
// 8 PM
	0 0 0 			133 148 205 			255 255 255 			50 50 50 			50 50 50 			255 255 255 			255 255 255 			-0.1		2.4		0.8			0 0 0			300.0		15.0		0.3			0 0 0			0 0 0			135 135 135 236			50 158 158 158			0 0 0 0			155	80	0	0.60		
// 10 PM
	0 0 0 			75 75 75 			255 255 255 			36 36 36 			36 36 36 			0 0 0 			0 0 0 			-0.1		2.5		0.8			0 0 0			300.0		15.0		0.5			0 0 0			0 0 0			58 58 58 240			0 135 135 135			0 0 0 0			10	20	0	1.00		
//
///////////////////////////////////////////FOGGY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	37 37 37 			169 169 169 			255 255 255 			30 30 30 			30 30 30 			0 0 0 			0 0 0 			1.3		1.4		0.1			0 0 0			85.0		0.0		0.5			0 0 0			0 0 0			78 78 78 244			0 145 145 145			0 0 0 0			155	0	0	0.60		
// 5 AM
	83 83 83 			112 112 112 			255 255 255 			29 29 29 			30 30 30 			0 0 0 			0 0 0 			1.1		1.3		0.1			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			76 76 76 248			0 142 142 142			0 0 0 0			155	0	0	0.60		
// 6 AM
	117 117 117 			203 203 203 			255 255 255 			179 179 179 			107 107 107 			0 0 0 			36 36 36 			-0.1		1.4		0.1			0 0 0			100.0		50.0		0.3			0 0 0			0 0 0			41 41 46 239			24 142 142 142			0 0 0 0			245	60	0	0.60		
// 7 AM
	86 86 86 			192 192 192 			255 255 255 			181 181 181 			162 162 162 			255 255 255 			68 68 68 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			108 108 108 232			0 117 117 117			0 0 0 0			155	0	0	0.60		
// Midday
	84 84 84 			167 168 168 			255 255 255 			160 160 160 			169 169 169 			255 255 255 			85 85 85 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			255 255 255 230			0 136 136 136			0 0 0 0			155	60	0	0.60		
// 7 PM
	0 0 0 			167 168 168 			255 255 255 			110 110 110 			142 142 142 			255 255 255 			72 72 72 			-0.1		1.4		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			255 255 255 230			0 134 134 134			0 0 0 0			155	60	0	0.60		
// 8 PM
	39 39 39 			189 189 189 			255 255 255 			50 50 50 			50 50 50 			255 255 255 			255 255 255 			-0.1		1.1		0.3			0 0 0			85.0		0.0		0.3			0 0 0			0 0 0			135 135 135 236			50 142 142 142			0 13 14 16			155	80	0	0.60		
// 10 PM
	75 75 75 			163 163 163 			255 255 255 			36 36 36 			36 36 36 			0 0 0 			0 0 0 			-0.1		1.4		0.1			0 0 0			70.0		0.0		0.5			0 0 0			0 0 0			58 58 58 240			0 137 137 137			0 0 0 0			10	20	0	0.60		
//
///////////////////////////////////////////SUNNY_VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	37 37 83 			136 136 255 			255 255 255 			16 19 33 			29 75 131 			0 0 0 			0 0 0 			1.9		1.9		0.8			255 255 255			1600.0		300.0		0.5			30 35 40			0 0 0			112 143 167 250			0 141 141 141			0 0 0 0			0	40	0	1.00		
// 5 AM
	24 48 103 			147 147 147 			255 255 255 			87 92 111 			78 61 61 			0 0 0 			0 0 0 			1.9		1.9		0.6			255 255 255			1600.0		300.0		0.5			39 43 49			54 35 35			112 143 167 250			0 153 152 152			0 0 0 0			70	130	0	1.00		
// 6 AM
	40 27 27 			179 179 179 			255 255 255 			64 105 128 			164 117 74 			255 117 0 			225 150 56 			5.7		1.8		0.6			255 255 255			1600.0		300.0		0.5			62 62 62			227 171 160			112 143 167 250			0 132 132 132			0 0 0 0			100	160	0	1.00		
// 7 AM
	47 35 32 			185 158 133 			255 255 255 			88 113 155 			228 166 114 			0 88 255 			255 145 56 			4.0		1.4		-0.1			255 255 255			1600.0		300.0		0.3			45 45 45			131 85 85			112 143 167 250			0 122 122 122			0 0 0 0			105	200	0	1.00		
// Midday
	111 79 56 			171 171 171 			255 255 255 			55 96 174 			183 183 183 			255 255 255 			255 186 125 			5.2		1.4		-0.1			255 255 255			1600.0		300.0		0.3			52 52 52			110 81 72			112 143 167 250			14 139 139 139			0 0 0 0			105	170	0	0.80		
// 7 PM
	74 62 53 			80 80 63 			255 255 255 			77 133 185 			190 139 88 			227 174 77 			81 56 50 			5.0		1.4		-0.1			255 255 255			1600.0		300.0		0.3			38 38 38			255 255 255			112 143 167 250			14 135 129 126			0 0 0 0			140	170	0	1.00		
// 8 PM
